Gene,C,Z,Pval,FDR,Module
LINC01252,0.0024399491440660363,4.880482476294293,5.291330877731072e-07,8.904216874600038e-07,
GRAMD2B,0.0029005620773460542,4.86517051881481,5.717908485985877e-07,9.618012592070441e-07,
PPIP5K1,0.0026811669382328747,4.849959535868807,6.174333158479911e-07,1.0381392448053654e-06,
ATF1,0.0028871118026942296,4.84840268195326,6.222978095909383e-07,1.045878671581409e-06,
SLC24A3,0.002554208781923564,4.8474680256155285,6.252358942017371e-07,1.0503752947530234e-06,
METAP1D,0.0027274859020981305,4.8434032241884974,6.381695021972613e-07,1.0716532362674412e-06,
LRP12,0.0023457707891303484,4.83967738137165,6.502503556330259e-07,1.0914819230096952e-06,
CRYM,0.002778269259199822,4.83896830229185,6.525742897488641e-07,1.0949233049477586e-06,
PRRG1,0.0018944885525076565,4.831334244765828,6.781055076973687e-07,1.1372838703519812e-06,
FAM189A1,0.0026557034576146503,4.830885149217081,6.796369992781026e-07,1.1393746844561653e-06,
GALNT4,0.002940821352081962,4.826805687332673,6.937018461126055e-07,1.1624664367199086e-06,
MZB1,0.0021911503692288664,4.826448401098114,6.949469136687365e-07,1.1640651820246844e-06,
NNT-AS1,0.0025288563436858813,4.8160921661638465,7.319846244172521e-07,1.225591669179158e-06,
TMED8,0.0028096885358499116,4.811060440908141,7.506580218981987e-07,1.2563314174028428e-06,
MAP3K13,0.002997743765153694,4.808569244215043,7.600718674175594e-07,1.271554776106331e-06,
AL358937.1,0.0019104542288232269,4.807076457158564,7.657671526297958e-07,1.2805470779762472e-06,
AC133065.1,0.002446433233569844,4.805571403533403,7.715507610259179e-07,1.2896795002522658e-06,
AL136456.1,0.0017876605428351756,4.787048525543677,8.462596102658967e-07,1.413967602783453e-06,
INHBA,0.003165570736212693,4.782981060464749,8.635720241355164e-07,1.4422914808108834e-06,
MAP3K21,0.0027014626122453173,4.77162297708402,9.137367303801131e-07,1.5254369455427598e-06,
ZNF717,0.0024116066882396924,4.767656428972416,9.319063519984402e-07,1.5551211547742015e-06,
EDA,0.0027100881117575956,4.760808335285183,9.640955086733563e-07,1.608165986110686e-06,
CLIC3,0.0018867970046076178,4.755157203031798,9.914602870429075e-07,1.6524962393564023e-06,
SMIM8,0.0025097361150998717,4.755149571016065,9.914977436138413e-07,1.6524962393564023e-06,
GAN,0.002909775938255458,4.754651163028089,9.939467863147382e-07,1.6558880238479604e-06,
DNAJC6,0.002571111303330298,4.752887931922544,1.0026575576878556e-06,1.6697045090555463e-06,
SYN1,0.00343049233316476,4.750327311208005,1.0154383075366e-06,1.690284323822888e-06,
DYNC1I1,0.002141354941497203,4.721161473597528,1.1725083663503572e-06,1.950929062147017e-06,
AC087672.2,0.0024510783965583463,4.714109216118775,1.2138521561624465e-06,2.0188809250103063e-06,
IFT52,0.00297979062150205,4.705541492537313,1.2659650003890068e-06,2.10467996739652e-06,
LINC02458,0.002174761088604222,4.69505543190693,1.3326721848052302e-06,2.2146608804407647e-06,
ARHGAP42,0.0023909828514106692,4.684164075185904,1.4055238559258108e-06,2.3347572357571607e-06,
F2R,0.0022362499027502925,4.676842735542823,1.4566275086871966e-06,2.4186426047109948e-06,
AMN1,0.00229547169288967,4.669597350282807,1.5089533094207067e-06,2.5044868206152805e-06,
AC096577.1,0.0022770836512047005,4.63157532767669,1.8144695886409782e-06,3.01031868708582e-06,
UBA6-AS1,0.0022649109117077724,4.627895713337762,1.8469996948471846e-06,3.0630177360649828e-06,
PDE1A,0.0021446657811369577,4.621845680976105,1.901704538733946e-06,3.1524318918092767e-06,
FGF12,0.0021266480780529045,4.620377519076078,1.9152120896088524e-06,3.1735080192358777e-06,
AC021594.2,0.003376023122796525,4.595763364003562,2.155839047591336e-06,3.5707479049131863e-06,
ACTA2,0.003160976219624315,4.5796688188561125,2.3285638031844886e-06,3.855238084742531e-06,
HMGA2-AS1,0.0020570343798624407,4.565418182282195,2.4924979853973347e-06,4.124944948940562e-06,
TSBP1-AS1,0.0028214118711566683,4.554417696865014,2.6265443055167734e-06,4.3449864441964814e-06,
MMP19,0.0021635158755964157,4.5515557351632365,2.6625343385342277e-06,4.402702502743659e-06,
TSGA10,0.0022722582484527108,4.546175138619862,2.731479170439611e-06,4.514841604032415e-06,
MEAK7,0.002697937231489593,4.5366173041289155,2.8581849983484685e-06,4.722321352083385e-06,
BRMS1L,0.0027409451784576482,4.517313424649446,3.131458477268157e-06,5.171690301020903e-06,
AC021092.1,0.0017280376804392136,4.50455056509981,3.325677977677537e-06,5.4901823816385255e-06,
HACL1,0.002835306264124392,4.492060997778203,3.526860640944337e-06,5.819902047762933e-06,
MIR17HG,0.002182152887848407,4.487085069185727,3.6102124889757114e-06,5.9549896725372564e-06,
GDAP1,0.002348741273235367,4.482026662581111,3.696875163345436e-06,6.095424836513497e-06,
CD79A,0.001646216697379783,4.480500558237993,3.72340925572095e-06,6.136644838435847e-06,
AL132775.1,0.0024949420572191908,4.464287994468052,4.01677242509904e-06,6.617417504281779e-06,
CACNA1C,0.002109487441782579,4.463971179457186,4.022719552908695e-06,6.624486707136591e-06,
EFCAB10,0.0024699992420382246,4.4563958777661385,4.167452720300644e-06,6.860004477861142e-06,
EPN2,0.0027639411868125205,4.447022674511601,4.353432521223865e-06,7.163196250471189e-06,
PCBP3,0.0026346895101448504,4.442421527413893,4.447603959553692e-06,7.315138091371204e-06,
PARPBP,0.0027509461673362163,4.440177568643124,4.4942340816928776e-06,7.388794215689072e-06,
AC007529.2,0.001964925521406699,4.437838254076936,4.543342900963744e-06,7.466463271920697e-06,
SH2D2A,0.0015801613685450379,4.429482893668831,4.722965243701049e-06,7.758464466038685e-06,
LPL,0.003717442050243566,4.424456263758434,4.834274402116326e-06,7.938053205445528e-06,
XPNPEP2,0.002308361572206353,4.422867533942836,4.869973182269162e-06,7.99339053306387e-06,
PNPLA1,0.003207616073634202,4.420946075123309,4.91348487429819e-06,8.061501024279229e-06,
ZSWIM5,0.0031134931864976595,4.416184344860077,5.022921034831928e-06,8.237672873853101e-06,
LINC01376,0.0021377107969753574,4.413447352241785,5.086873369877257e-06,8.339136671929929e-06,
CUX2,0.002862717331157448,4.406005231105359,5.2647210608174346e-06,8.6271545445595e-06,
SEPTIN10,0.0023905007409881786,4.379747608681,5.9408422238380115e-06,9.731109293755956e-06,
ADGRG2,0.0014913016899260943,4.376399061963539,6.032801321161741e-06,9.877693526257455e-06,
LINC01094,0.0021047818358755723,4.363495597094698,6.400025903728202e-06,1.0471488618228057e-05,
JCHAIN,0.007990639683589582,4.363472655309178,6.400697417891899e-06,1.0471488618228057e-05,
KIAA1671,0.0019802062673544914,4.36285449740243,6.418816448002863e-06,1.0496838017993233e-05,
AL078590.2,0.0021282488529945987,4.361539793290348,6.457515031074114e-06,1.05558071615433e-05,
AC022762.1,0.0017173465793599017,4.355367483247338,6.642193203188319e-06,1.0853256867954769e-05,
AC073475.1,0.0018434861136726426,4.354332274553367,6.673656356849468e-06,1.0900214547732901e-05,
HIST1H2BD,0.0021029749896062083,4.353051016079599,6.712794618962915e-06,1.0959664684021085e-05,
AL359644.1,0.0020562261813897743,4.351565245462504,6.758454234194561e-06,1.1029709072532944e-05,
NET1,0.003291045846827986,4.34745600208357,6.886284357053558e-06,1.123374283369259e-05,
LINC02798,0.00240216528304446,4.3450939539431985,6.96080321276553e-06,1.1350677884656389e-05,
DYNC2LI1,0.0022824039795700905,4.344173308004557,6.990055922628962e-06,1.1393734185214281e-05,
MAMDC2-AS1,0.0020886802630796833,4.3381001942898285,7.185981865318038e-06,1.1708320758155663e-05,
ST7-AS2,0.0016895128394175884,4.329241922462793,7.48117488007381e-06,1.2184323908915e-05,
AC009303.2,0.002164416527529612,4.322082288077583,7.728175894795714e-06,1.2581482938210361e-05,
LINC01791,0.0014188299511109653,4.315080182331674,7.977249153270206e-06,1.2981691054955582e-05,
FHL1,0.0025035105170280706,4.307131130313141,8.269278708129043e-06,1.3451449708221298e-05,
CDS1,0.0028838694529946963,4.303871106633738,8.391966678885612e-06,1.3645474274610752e-05,
LRP3,0.0025420400504270737,4.286470108082721,9.076730826566721e-06,1.4752914793281953e-05,
ALDH1L2,0.001945221685382058,4.284610404338812,9.152984384896425e-06,1.4870811348328878e-05,
AL354740.1,0.0021327530139460663,4.282410584082471,9.24397169989208e-06,1.5012540316511701e-05,
HMMR,0.0016139480649961125,4.275614523436536,9.530539238794593e-06,1.5471654608432782e-05,
CAB39L,0.0022284373681651926,4.272373972751055,9.670143183000948e-06,1.5691915915620202e-05,
STMN3,0.0022328833764561832,4.260904558908883,1.0180058585757924e-05,1.6512665994741158e-05,
PPL,0.0018517069310201885,4.255921662750508,1.0409479855505994e-05,1.6877956798550455e-05,
FZD6,0.001881385864766416,4.25095130977442,1.0643222220765333e-05,1.7249954976929227e-05,
ALG14,0.002174696263910405,4.2478798051468845,1.0790155703814903e-05,1.748101369593342e-05,
LINC02471,0.0019873161434382086,4.245577032291292,1.090157924691132e-05,1.765437934722481e-05,
OIP5,0.0016345570747206004,4.242953676057505,1.10298492201118e-05,1.7854875305725293e-05,
E2F5,0.002349254618250479,4.241033437501167,1.1124649218693362e-05,1.8001050515685052e-05,
KIAA1211,0.003006685510755012,4.239000387619925,1.1225863544824859e-05,1.815748248253111e-05,
AL132780.1,0.0017726558003613932,4.2264727280998615,1.186915134717325e-05,1.919022044813783e-05,
IMMP1L,0.002261497575285137,4.208424241902748,1.2857885813074561e-05,2.0780421516080098e-05,
MATK,0.0018883630681891487,4.207017838173612,1.2938136163253863e-05,2.0901673930943236e-05,
ADGRF3,0.0024083319787672215,4.206491533636516,1.2968289767439923e-05,2.0941929378183165e-05,
SGO1-AS1,0.0016654251390586972,4.203564086848839,1.3137235774465992e-05,2.1206191726337355e-05,
ADD3-AS1,0.0028167471285560136,4.201856266044915,1.3236760470056627e-05,2.1358225849224086e-05,
CABP1,0.002459569281571879,4.199130928384313,1.3397068359991639e-05,2.1608174774180063e-05,
AMOTL1,0.003173560692839115,4.195162077039007,1.3633826772984813e-05,2.1981179803280634e-05,
ENPP2,0.0031400895725295186,4.182375346311182,1.4423959587625034e-05,2.3245704411966208e-05,
LINC00578,0.001994582308935046,4.173893458624696,1.497189139606639e-05,2.4119035676305098e-05,
AC093157.1,0.002525957063679038,4.172422858699129,1.5068882515833173e-05,2.426551129763796e-05,
PARM1,0.0025475237016845216,4.166844349344395,1.5442261025201334e-05,2.485675818945889e-05,
FBXO45,0.0026777841245565802,4.162283949826074,1.5754010263929296e-05,2.534836727904955e-05,
AC006974.2,0.002882309745681733,4.153780432390354,1.6351349475000896e-05,2.6298913510254757e-05,
AP000812.1,0.00238886134752082,4.15243207093045,1.6448020875974746e-05,2.644376346619734e-05,
HECTD2,0.0021539021059943314,4.148191964007564,1.6755567821638678e-05,2.6927389026337774e-05,
TSHZ2,0.0015504710091043465,4.141798292070849,1.7229666755485117e-05,2.767817952688372e-05,
MBOAT4,0.0016466070210773662,4.138311085090394,1.749358910103616e-05,2.8090869692551042e-05,
NMT2,0.002389842885300252,4.1291035632292745,1.8209017465727684e-05,2.9227957408872688e-05,
TMIGD2,0.0014509062876048324,4.12806488327228,1.8291445000142355e-05,2.934848776597249e-05,
NCALD,0.004153972280003486,4.126717683940083,1.8398883834424334e-05,2.950903582104945e-05,
TMEM116,0.002163089313501563,4.1174477202670285,1.915456975517752e-05,3.070872906641686e-05,
PRKCQ,0.0022096095328360535,4.115500371401383,1.9317018762378534e-05,3.095676083714508e-05,
SPRY1,0.0019996762664698784,4.112955838885387,1.9531256606028804e-05,3.128755563640978e-05,
GOT1,0.002691831985492327,4.111111269615049,1.9687968664173263e-05,3.152597063918857e-05,
AP000692.2,0.002071826020833737,4.108077990953218,1.9948269547229256e-05,3.1930003276877556e-05,
SPOCK2,0.0016121420970415677,4.106006874846619,2.012787521837279e-05,3.220460034939646e-05,
AC005532.1,0.002249712076428858,4.096315786057381,2.098886150881028e-05,3.356875091373096e-05,
MTMR2,0.0025632382660902365,4.0939826107637245,2.1201306321567388e-05,3.389497413519966e-05,
MSRB3,0.0019375239152431174,4.092285168574141,2.135714539906845e-05,3.4130476067228845e-05,
AC093865.1,0.0022958113940285915,4.081417767719305,2.2380907434616268e-05,3.5752248298109056e-05,
MAP7,0.002610200788748395,4.079279688587536,2.258772973200177e-05,3.606823110898486e-05,
DCP1B,0.0023265093419069576,4.078813937174707,2.2633022957745055e-05,3.612613401076625e-05,
LINC02147,0.001941834101405847,4.077218139316099,2.278886455904769e-05,3.636037424658586e-05,
OVCH1,0.00145122111603263,4.073429242916994,2.3162965088393647e-05,3.694252805166451e-05,
ZNF16,0.0019769844964050323,4.071388898378107,2.3366825518568495e-05,3.725281071114945e-05,
NAV3,0.0013650112352133984,4.061937459777414,2.433355829384585e-05,3.877857895433602e-05,
PALB2,0.0023929469025454177,4.054484333934546,2.512250873544596e-05,4.001992630098918e-05,
NIPAL1,0.0018436988409092098,4.0356335245257915,2.7227579694195443e-05,4.3356018621330324e-05,
ZNF844,0.0024938834734972585,4.031077870194413,2.7760821669501537e-05,4.418753946597937e-05,
FAM222A,0.002860034762438061,4.019768023925166,2.9127736870571445e-05,4.6344847844982415e-05,
CCDC81,0.0018831969887707553,4.016857107349768,2.9489730799533944e-05,4.690215634120706e-05,
LINC00685,0.0022967619244736535,4.013002686653285,2.9975615360921405e-05,4.765598626537584e-05,
AC002454.1,0.001961668663723514,4.010330470926316,3.031691136038953e-05,4.817943799823525e-05,
LINC02652,0.001928549636677218,4.003053493728108,3.126507819675702e-05,4.9666526126699e-05,
PPM1E,0.002207173853874123,4.002699203168997,3.131195039252026e-05,4.9721239210036145e-05,
ARG2,0.0017740005948359225,3.9988029430001424,3.1831828358992464e-05,5.052671168094042e-05,
MACC1,0.0022108589321528944,3.9830443879512734,3.401902081927454e-05,5.3977026290003244e-05,
LINC01191,0.001946598973901122,3.981731123199455,3.4207574583682696e-05,5.4254678166031245e-05,
AC139720.1,0.002164309384252288,3.9789873258082977,3.4604714944898256e-05,5.486280609575625e-05,
SLC51A,0.0018085973958617727,3.9758905593784455,3.505818360274967e-05,5.555972044809773e-05,
SPATA12,0.002272434010453978,3.972126324794648,3.561696243849207e-05,5.64229107936508e-05,
RNF217-AS1,0.0017194194417938708,3.962712242187397,3.705153940562912e-05,5.867227142617438e-05,
STAP1,0.0030572516331699496,3.96051767426173,3.7393728542932944e-05,5.919070604342373e-05,
ZNF786,0.0019652581627150833,3.944581764639622,3.996968744508848e-05,6.323061698515249e-05,
AC068631.1,0.001754545031891937,3.9445345818511615,3.997755758886266e-05,6.323061698515249e-05,
AC023590.1,0.0027768692269990827,3.9354198836776817,4.152568335475359e-05,6.565325431581595e-05,
EPCAM-DT,0.0021701105882989363,3.9315942653483065,4.219219792917506e-05,6.668067630055323e-05,
AL163973.2,0.002341214855255173,3.9273474154160426,4.294393742573463e-05,6.784192326340384e-05,
MEIS1,0.0025027653313368014,3.9261068352082713,4.316591118441795e-05,6.816567103737536e-05,
RGS7,0.003197192713958802,3.922047924971283,4.389976128789003e-05,6.929717646075775e-05,
WNK2,0.0023817328222134723,3.919233886875061,4.4415440405381015e-05,7.008353515641975e-05,
NIPA1,0.0024222124942324457,3.9180984043928455,4.4625136281184085e-05,7.038665028577931e-05,
GIPC1,0.0028585017399348376,3.9174702538456265,4.474154178520093e-05,7.054243876263449e-05,
AC068051.1,0.0017349434186070562,3.915260874295143,4.51532550117604e-05,7.116352247716376e-05,
RHOXF1-AS1,0.0016593757329237692,3.914731509824685,4.5252431056022514e-05,7.12917385679756e-05,
FGFR1,0.0022632825442587463,3.8956582018203747,4.8966207177992296e-05,7.711213728817684e-05,
RNF207,0.0023881934192714455,3.8946859669114953,4.916301583482233e-05,7.739160304576518e-05,
RASGEF1C,0.002218090486006768,3.8873966082303264,5.066256194652846e-05,7.972078984504872e-05,
TMC1,0.0020563728247748017,3.869175549091779,5.4601997848469395e-05,8.588595807859912e-05,
AL359555.1,0.0022236749660419744,3.8652838159161034,5.548004713563997e-05,8.723277851515719e-05,
SNX7,0.0027821110863421863,3.864632174354893,5.5628365562936696e-05,8.743161581601053e-05,
IFNG-AS1,0.002314472696480709,3.8585728911277646,5.7025526787492436e-05,8.959234373525913e-05,
EHHADH,0.001990582632557858,3.8537461547656697,5.8162099809926433e-05,9.13421276952123e-05,
TNNI3K,0.001701145093568294,3.8352592120464584,6.271596885534908e-05,9.8455210133986e-05,
FRMD6,0.0021514397967380065,3.8346331949814743,6.28759072021947e-05,9.866756720626866e-05,
BRIP1,0.0025531664100635065,3.8342351852768073,6.29777927849101e-05,9.878869456456487e-05,
FANCI,0.002611727806744136,3.82864391555059,6.442563808988416e-05,0.00010102020868660785,
AP002812.2,0.002093944345467907,3.8259991727377085,6.512136327037595e-05,0.0001020711023046645,
AP001266.2,0.0014198167907520421,3.8248744065039895,6.541938447772154e-05,0.00010249805636932478,
ADAMTS17,0.002814993416970961,3.820868384274934,6.649130485253009e-05,0.00010413673430310116,
INTU,0.0019596884133846874,3.8173574360551252,6.74443415796307e-05,0.00010558801030079169,
SPATA17,0.0018465732797278533,3.81645605994714,6.76910855515514e-05,0.00010593284123873458,
AL157400.3,0.0017915348524406814,3.807776697661256,7.01109018658923e-05,0.00010967681167914322,
SV2C,0.0014583446887455954,3.7949462980003075,7.383770840440932e-05,0.00011546162377546414,
LINC01237,0.0022574729775670507,3.785508544149362,7.669728168248612e-05,0.00011988633322780167,
AC002480.2,0.0016893326774388158,3.7800865289141385,7.838693269933196e-05,0.0001224795823427062,
AL354989.1,0.0012544507449983174,3.7767363119782456,7.944839939226651e-05,0.0001240896515302874,
ZNF235,0.0017574916363648934,3.768836151615551,8.20052499326638e-05,0.00012803317710017767,
CNGA1,0.0020240065448832627,3.765172793961421,8.32169724206918e-05,0.0001298743229351413,
PIK3R3,0.0020151469376793996,3.7620668837542977,8.425748317905134e-05,0.00013144693163658555,
LINC02680,0.0018443464250939132,3.759965812225802,8.496828945382036e-05,0.00013250415509367697,
CAV2,0.0019462715825035017,3.7571929460717106,8.591500460140664e-05,0.0001339283002360197,
ERG,0.0023035300963362777,3.7530954677288615,8.733214870183822e-05,0.00013608437662927653,
CDC14B,0.0021444765720932523,3.7425773968845757,9.107120305057254e-05,0.00014185545646506627,
AC105046.1,0.002599651964498978,3.727985407428782,9.650827563410914e-05,0.00015026590211616837,
DPH6-DT,0.0015240504610340563,3.726613729183774,9.703476281634741e-05,0.00015102686819664968,
PTCHD1-AS,0.0017456494190311366,3.7264441012810994,9.710005779348352e-05,0.00015106971263085728,
SPSB1,0.0032049333061701236,3.7243054529194866,9.792683882616434e-05,0.0001522967944419352,
ITGA9-AS1,0.0017649247958624018,3.7078516008406592,0.00010451254153114553,0.00016247577385331604,
KIAA1549,0.0019651111906532665,3.698568052989261,0.0001084096103071371,0.00016846870288599394,
DOCK9,0.0021865077116890444,3.698190681690999,0.00010857087409004535,0.0001686537849942452,
MAP7D2,0.002391874000732768,3.6912474834808804,0.00011157843708040119,0.0001732584426714304,
ERICH6-AS1,0.002007354565533462,3.6861491290845594,0.00011383648485195718,0.0001766961348109541,
CROT,0.0018250492021146443,3.6636208956376644,0.0001243373807307316,0.0001929206838335634,
ICAM5,0.002594577490130705,3.659178913132451,0.00012651232513306577,0.00019621919369223074,
SNX25,0.002314388850025233,3.655566563871286,0.00012830730557553984,0.0001989260551558757,
AC023282.1,0.0017514061622981676,3.6459977442560256,0.00013317815560487183,0.00020639776149534574,
OBSCN,0.0018861162436657668,3.6441816821882695,0.00013412194652844605,0.0002077799326544478,
AC090115.1,0.0016358476759119475,3.6337915939103396,0.00013964324043911467,0.0002162496948340916,
TMEM45B,0.0014199275897531967,3.6239241720526962,0.00014508335409895288,0.00022458723544729547,
AC104596.1,0.0019362165842264952,3.6217737715288765,0.00014629497113482665,0.0002263751971138517,
AL359232.1,0.0016204609897707424,3.602889147870848,0.00015734987942237895,0.00024338728448937194,
EPHB1,0.0017035248372017455,3.597587989679818,0.00016059092892941126,0.000248304490033879,
GPR137C,0.001860821321045357,3.5963440338374846,0.00016136046439917955,0.00024939793570197765,
CACFD1,0.00188196284521603,3.5937407869521647,0.00016298206650466405,0.0002518069779909835,
AC005355.1,0.001986306487042144,3.591059366104868,0.00016466830107537544,0.00025431397849478833,
CALCR,0.0016556871486088434,3.589597849694082,0.00016559424887476582,0.00025564530895371025,
BMPR1A,0.0016911164500869726,3.581828253857106,0.00017059903996827786,0.0002632701234078362,
S1PR1,0.0013026418000422547,3.5723934484706756,0.00017686671217230954,0.0002728371957922245,
COLGALT2,0.002571269415281799,3.5714515877359228,0.00017750408792890362,0.00027371486187957383,
AL139383.1,0.0017506827983745843,3.5649857715151483,0.00018193796402255424,0.00028044387517927433,
STAC,0.0015937038695990986,3.5617987516436433,0.00018416133780046332,0.0002837616915261376,
STX18-AS1,0.0022412144464699453,3.5562869670333868,0.00018806660783915731,0.00028966747453085457,
AC105285.1,0.0016942868101229123,3.5561339697824867,0.00018817610736976775,0.00028972456869864167,
BLOC1S5,0.0021505957500358307,3.555463217179017,0.0001886568660866198,0.0002903530066742898,
RRM2,0.0020039486604618386,3.5506867534100595,0.00019211371462101896,0.0002955595609554138,
LIPE-AS1,0.0020633114223059133,3.5458689373223353,0.0001956603907129711,0.00030090025484501515,
TTC23,0.001999768835499369,3.544918606018168,0.00019636717064553375,0.0003018711308924424,
SLFN12L,0.0017233105405810311,3.5415876855096093,0.00019886332017089118,0.0003055909645346003,
AP4S1,0.0019891901394697028,3.5360040568030544,0.00020311422761597268,0.0003120034218371316,
WDR31,0.0016112947012075784,3.5308796664433193,0.00020709006417546146,0.0003179885822271961,
CATSPERE,0.0015830287303399628,3.526355114822759,0.00021066081058231868,0.0003233473685070126,
GDPD1,0.0017147083030938856,3.5236530289426438,0.00021282061439741094,0.00032653719125034283,
TMEM51-AS1,0.002001535129443997,3.52308912593813,0.00021327394754540863,0.0003271072815113629,
IKZF2,0.0015716927573840116,3.521354878506711,0.0002146738013709927,0.00032912809715752046,
TRGC2,0.0012557759688404907,3.5210623999401913,0.00021491072859755597,0.0003293651012989364,
ABHD17B,0.002278260096360844,3.5184370912912994,0.00021704836204216948,0.00033251376796962,
JAKMIP2,0.001605995405961397,3.5126566553762353,0.0002218251901404267,0.0003397016694340378,
DIPK2A,0.0020356511288288524,3.5069567126446675,0.00022663143803532625,0.00034692910529709336,
AC008870.4,0.0012767488617300834,3.5049164044465364,0.00022837533806605958,0.0003494649396573215,
CFAP70,0.0016889410460911494,3.4954868201524736,0.00023659891100961058,0.0003619103801294234,
ITPRID1,0.0015478632852628134,3.4844683928771643,0.00024655784991579974,0.00037699977051345527,
TSPYL5,0.0028485866048580505,3.482246160616288,0.00024861319198590283,0.0003799036591663965,
CLEC4C,0.002602087664051819,3.4822098101655077,0.0002486469449244065,0.0003799036591663965,
SOCS2,0.0022011489174752594,3.4695583602975075,0.00026065739830403306,0.00039810217381295617,
AC092756.1,0.002066374415936744,3.4683179446896077,0.000261863626130553,0.0003997917956191648,
LMNB1-DT,0.001885479702936571,3.465375125575365,0.0002647461788921991,0.0004040384263902314,
SEMA4G,0.0011672133565917165,3.4647160877821204,0.00026539575973589266,0.0004048753008938103,
ZDHHC19,0.001953202076642763,3.464145462641054,0.00026595939598525735,0.0004055804742436254,
SGO2,0.001718764151261901,3.458252561517447,0.00027184572036873135,0.00041439896397672463,
C2orf76,0.0019886416103356334,3.452127033310119,0.000278092902914753,0.00042376061396533796,
FAM124A,0.0020352535148416588,3.437461711045108,0.00029359686587258183,0.00044721533263150317,
SCN8A,0.0016570010651200714,3.437235996320322,0.00029384165695452353,0.0004474178255873979,
CNTNAP2,0.0011885551908430699,3.42507754948491,0.0003073119782189946,0.0004677503473652885,
AC019197.1,0.0017196386180415035,3.4206699476210716,0.00031233546272280035,0.00047521561464100473,
NCR1,0.0019822221311937022,3.41963728782301,0.0003135234133240809,0.0004768416932685642,
PKIG,0.0019324132080844186,3.414201218354622,0.00031984656378479954,0.00048627375717947484,
AL049828.1,0.0016502851210325748,3.411563270811403,0.00032295754566797225,0.000490816938705125,
DCAKD,0.0020864788338389663,3.411051855497696,0.00032356391497838165,0.0004915517128422053,
SCGB2B2,0.0016216534071963132,3.4104598867086566,0.00032426711614626295,0.0004924329782023735,
NT5E,0.0015571728111740425,3.4051729036751133,0.0003306108693620043,0.0005018760825229667,
KIAA1324L,0.0018395316511412674,3.4018921782963196,0.00033460517263229553,0.0005077468476969583,
LINC01163,0.001917348153848929,3.401089011464393,0.00033558984636407297,0.0005090479277422419,
PCDH9,0.001790799337404329,3.39164140338115,0.00034737651613076187,0.0005267270904181378,
AC099489.1,0.0021126972087085775,3.390218599134055,0.0003491845576767924,0.0005292679919314776,
ROBO1,0.0018175909145693534,3.385233929657645,0.0003555880919522723,0.0005387698362913216,
PTPDC1,0.0016481673814220169,3.3833552402423765,0.000358029726663061,0.0005422638798380326,
PHEX,0.0025434716305514173,3.380799793168914,0.00036137591741441233,0.0005471247803397613,
RAD18,0.001865158290463095,3.375497881222169,0.0003684112970843154,0.0005575653380012341,
SCD5,0.0018217374986855969,3.3695108094663797,0.0003765086879694966,0.0005696046716633836,
BNC2,0.0020168777572631773,3.3660972595981713,0.00038119910982544565,0.0005764825857473658,
COLQ,0.0019891928238265715,3.3644279188480546,0.0003835125845069664,0.0005797620325124209,
COBLL1,0.002694817083750267,3.3622686285421315,0.00038652439849082884,0.0005840942931482114,
GSPT2,0.002554736632433287,3.36106922908811,0.00038820681195153616,0.0005864151237938612,
ADAM32,0.0019067089981260697,3.358102108908173,0.0003923980846379792,0.0005925225891098214,
IGHA1,0.012300460046849995,3.3557521673165747,0.00039574731198481494,0.0005973544331846263,
RAP2C-AS1,0.0016793243364235293,3.3416699253870155,0.0004163801290497993,0.0006282612282909082,
LINC00298,0.0020836102793427426,3.340950146023787,0.0004174610679699306,0.0006296547028204081,
WDHD1,0.0021073387183053963,3.3340870482924507,0.00042789935357971464,0.0006451554520613866,
AC021752.1,0.0017673498237270081,3.3337538849526616,0.0004284121796960869,0.0006456852745984732,
FAM171B,0.002096971894209502,3.3284129293302813,0.0004367115114959596,0.0006579457800315776,
HULC,0.0015363646662189486,3.322563054692731,0.00044597254940369375,0.0006716454057284544,
KDM4D,0.001798151724324479,3.312730658213466,0.0004619495371168839,0.0006954452948692268,
DPY19L2,0.0018320203585197729,3.309904005951326,0.0004666398621876541,0.0007022420800416164,
AC008840.1,0.0021995576715163516,3.3050481947815284,0.00047480034716369145,0.0007142540009984076,
AC004540.1,0.0017307436546688732,3.304577326335515,0.0004755986610756149,0.0007151859565046841,
LIX1-AS1,0.001625410767993643,3.301381444898867,0.00048104992493128043,0.0007231114993330032,
AC108868.1,0.0020585415485070016,3.296754395851225,0.0004890449565521111,0.0007348534283277402,
MMP21,0.001109335580287324,3.296012840413761,0.0004903376644147606,0.0007365192105366289,
AC084816.1,0.0013685527235191039,3.2910231927240945,0.0004991184142104264,0.0007494270483640035,
RAB3C,0.0013416480260265277,3.2856684232425053,0.0005087034877526363,0.0007635324394035817,
SEPTIN7-AS1,0.0015692186828318592,3.2850596687593083,0.0005098038816449219,0.0007648970467290651,
CTRC,0.002530020693974463,3.2818304435188055,0.0005156780090492595,0.0007734203360318853,
SOX6,0.0016953441776549388,3.2697931764512322,0.0005381307211387086,0.0008067926853653802,
MYBL2,0.001669603604751178,3.268390296081743,0.0005408054945746349,0.0008104990551886623,
PDE4C,0.0027772564100550286,3.264533381638031,0.0005482227104206969,0.000821307431341868,
UPP2,0.0014228076490800184,3.2544640299376675,0.0005680327294954362,0.0008506667607569243,
C11orf80,0.0015933948485642592,3.2458963617877363,0.0005854072699879659,0.0008763581886047394,
